Handle,Title,Status,Published,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy
alkaram-rts-shirt-br11-26-light-coral,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10491,shopify,5,deny
alkaram-rts-shirt-br09-26-yellow,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10492,shopify,5,deny
alkaram-rts-shirt-br06-26-beige,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10493,shopify,5,deny
alkaram-rts-shirt-br03-26-pink,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10494,shopify,5,deny
alkaram-rts-shirt-br02-26-dusty-coral,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10495,shopify,5,deny
alkaram-rts-shirt-bd28-26-turquoize,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10496,shopify,5,deny
alkaram-rts-shirt-bd26-26-beige,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10497,shopify,5,deny
alkaram-rts-shirt-bd25-26-light-green,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10498,shopify,5,deny
alkaram-rts-shirt-bd24-26-purple,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10499,shopify,5,deny
alkaram-rts-shirt-bd23-26-purple,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10500,shopify,5,deny
alkaram-rts-shirt-bd22-26-yellow,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10501,shopify,5,deny
alkaram-rts-shirt-bd21-26-off-white,Alkaram · Ladies Unstitched Casual Lawn 1 piece,active,TRUE,KJC-LU-ALK-10502,shopify,5,deny
alkaram-rts-shirt-dupatta-slr-164-25-7-green,Alkaram · Ladies Unstitched Casual Cambric 2 piece,active,TRUE,KJC-LU-ALK-10503,shopify,5,deny
alkaram-rts-shirt-slr-120-25-7-blue,Alkaram · Ladies Unstitched Casual Cambric 1 piece,active,TRUE,KJC-LU-ALK-10504,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-lw-16-25-red,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10505,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-lw-15-25-sage-green,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10506,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-lw-14-25-butter-yellow,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10507,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-lw-13-25-rouge-pink,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10508,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-lw-11-25-peach,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10509,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-lw-10-25-navy-blue,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10510,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-lw-07-25-off-white,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10511,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-lw-05-25-ice-blue,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10512,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-lw-04-25-maroon,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10513,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-lw-03-25-black,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10514,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-v-6-25-olive,Alkaram · Ladies Unstitched Formal Velvet 3 piece,active,TRUE,KJC-LU-ALK-10515,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-v-4-25-black,Alkaram · Ladies Unstitched Formal Velvet 3 piece,active,TRUE,KJC-LU-ALK-10516,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-v-3-25-grey,Alkaram · Ladies Unstitched Velvet 3 piece,active,TRUE,KJC-LU-ALK-10517,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-v-1-25-maroon,Alkaram · Ladies Unstitched Formal Velvet 3 piece,active,TRUE,KJC-LU-ALK-10518,shopify,5,deny
alkaram-rts-shirt-dupatta-f3-7c-25-light-blue,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10519,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-sl-08-25-blush-pink,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10520,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-sl-07-25-pale-peach,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10521,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-sl-04-25-forest-sage,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10522,shopify,5,deny
alkaram-rts-shirt-trouser-dupatta-sl-02-25-mint-green,Alkaram · Ladies Unstitched Formal 3 piece,active,TRUE,KJC-LU-ALK-10523,shopify,5,deny
alkaram-rts-shirt-slr-82-25-6-teal,Alkaram · Ladies Unstitched Casual Khaddar 1 piece,active,TRUE,KJC-LU-ALK-10524,shopify,5,deny
alkaram-3-piece-printed-lawn-suit-with-printed-chiffon-dupatta-ss-10-25-1-orange-multi,Alkaram · Ladies Unstitched 3 piece,active,TRUE,KJC-LU-ALK-10525,shopify,5,deny
alkaram-3-pc-printed-khaddar-suit-with-printed-khaddar-dupatta-flrw-18-1-22-multi,Alkaram · Ladies Unstitched Printed 3 piece,active,TRUE,KJC-LU-ALK-10526,shopify,5,deny
alkaram-2-pc-embroidered-lawn-suit-with-lawn-dupatta-61504,Alkaram · Ladies Unstitched Casual Lawn 2 piece,active,TRUE,KJC-LU-ALK-10527,shopify,5,deny
alkaram-2-pc-digital-lawn-suit-with-digital-cotton-net-dupatta,Alkaram · Ladies Unstitched Casual Lawn 2 piece,active,TRUE,KJC-LU-ALK-10528,shopify,5,deny
alkaram-place-mat-tbmt-13-red,Alkaram · Ladies Unstitched Linen,active,TRUE,KJC-LU-ALK-10529,shopify,5,deny
