Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.by_fabric [single_line_text_field],Metafield: custom.by_pieces [single_line_text_field],Metafield: custom.by_type [single_line_text_field],Metafield: custom.by_color [single_line_text_field],_title_branded,_title_whitelabel,_source_brand,_source_url,_in_stock_at_source
alkaram-rts-shirt-trouser-dupatta-ec102-3p26-a-blue,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10276,shopify,0,deny,manual,3990.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/EC102-26-Blue-1_fc4a8bb4-9bad-499f-850f-c7553045b082.jpg?v=1768730043,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ec102-3p26-a-blue,yes
alkaram-rts-shirt-trouser-dupatta-ec101-3p26-red,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10277,shopify,0,deny,manual,3990.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/EC101-26-Red-1.jpg?v=1770123057,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ec101-3p26-red,yes
alkaram-rts-shirt-trouser-dupatta-ec100-3p26-rust,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10278,shopify,0,deny,manual,3990.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/EC100-26-Rust-1_3fdcb62a-dd88-421a-8362-b90d082cbb68.jpg?v=1768730038,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ec100-3p26-rust,yes
alkaram-rts-shirt-trouser-dupatta-ec100-26-green,Alkaram · Ladies Unstitched Lawn 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10279,shopify,0,deny,manual,2793.00,3990.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/EC100-26-Green-1_268edd47-0695-49e9-9ac2-753ed7fd2f08.jpg?v=1768730036,1,Ladies Unstitched Lawn 3 piece,draft,Lawn,3 piece,,,Alkaram · Ladies Unstitched Lawn 3 piece,Ladies Unstitched Lawn 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ec100-26-green,yes
alkaram-rts-shirt-trouser-dupatta-ec46-3p26-b-blue,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10280,shopify,0,deny,manual,3990.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/EC46-26-Blue-1_b0ad0dbd-2681-4e87-aec7-ec7c681dcc6d.jpg?v=1768730034,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ec46-3p26-b-blue,yes
alkaram-rts-shirt-trouser-dupatta-ec46-3p26-a-pink,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10281,shopify,0,deny,manual,3990.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/EC46-26-Pink-2_10289497-4a33-426f-a339-a3df2e2ef63a.jpg?v=1768730032,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ec46-3p26-a-pink,yes
alkaram-rts-shirt-trouser-dupatta-ef72-26-sea-green,Alkaram · Ladies Unstitched Lawn 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10282,shopify,0,deny,manual,4990.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/EF72-26-Sea_Green-1_9dc98927-361c-4b16-91c5-d8d211002586.jpg?v=1768730030,1,Ladies Unstitched Lawn 3 piece,draft,Lawn,3 piece,,,Alkaram · Ladies Unstitched Lawn 3 piece,Ladies Unstitched Lawn 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ef72-26-sea-green,yes
alkaram-rts-shirt-trouser-dupatta-ef72-26-beige,Alkaram · Ladies Unstitched Lawn 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10283,shopify,0,deny,manual,4990.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/EF72-26-Beige-1_af646650-a170-424d-a34e-b491a9fbda24.jpg?v=1768730029,1,Ladies Unstitched Lawn 3 piece,draft,Lawn,3 piece,,,Alkaram · Ladies Unstitched Lawn 3 piece,Ladies Unstitched Lawn 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ef72-26-beige,yes
alkaram-rts-shirt-trouser-dupatta-ef18-26-olive-green,Alkaram · Ladies Unstitched Lawn 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10284,shopify,0,deny,manual,3353.00,4790.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/EF18-26-Olive_Green-1_8d5773d4-61fa-4482-b66e-d909b1b1f3b6.jpg?v=1768730018,1,Ladies Unstitched Lawn 3 piece,draft,Lawn,3 piece,,,Alkaram · Ladies Unstitched Lawn 3 piece,Ladies Unstitched Lawn 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ef18-26-olive-green,yes
alkaram-rts-shirt-trouser-dupatta-ef18-26-sea-green,Alkaram · Ladies Unstitched Lawn 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10285,shopify,0,deny,manual,3353.00,4790.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/EF18-26-Sea_Green-1_4b3a67b1-60a6-4111-8b39-e89463f064a0.jpg?v=1768730017,1,Ladies Unstitched Lawn 3 piece,draft,Lawn,3 piece,,,Alkaram · Ladies Unstitched Lawn 3 piece,Ladies Unstitched Lawn 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ef18-26-sea-green,yes
alkaram-rts-shirt-trouser-dupatta-sl-25-26-yellow,Alkaram · Ladies Unstitched Formal 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Formal",FALSE,Title,Default Title,KJC-LU-ALK-10286,shopify,0,deny,manual,6993.00,9990.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SL-25-26-Yellow-1_d4fdbb64-709f-467b-aa74-4875357a6024.jpg?v=1768558980,1,Ladies Unstitched Formal 3 piece,draft,,3 piece,Formal,,Alkaram · Ladies Unstitched Formal 3 piece,Ladies Unstitched Formal 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-sl-25-26-yellow,yes
alkaram-rts-shirt-trouser-dupatta-sl-23-26-peach,Alkaram · Ladies Unstitched Formal 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Formal",FALSE,Title,Default Title,KJC-LU-ALK-10287,shopify,0,deny,manual,6993.00,9990.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SL-23-26-Peach-1.jpg?v=1768558919,1,Ladies Unstitched Formal 3 piece,draft,,3 piece,Formal,,Alkaram · Ladies Unstitched Formal 3 piece,Ladies Unstitched Formal 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-sl-23-26-peach,yes
alkaram-rts-shirt-trouser-dupatta-sl-19-26-light-blue,Alkaram · Ladies Unstitched Formal 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Formal",FALSE,Title,Default Title,KJC-LU-ALK-10288,shopify,0,deny,manual,5943.00,8490.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SL-19-26-Light_Blue-1_dc9a802a-91b1-41c3-923a-5d6095ebd39b.jpg?v=1768391620,1,Ladies Unstitched Formal 3 piece,draft,,3 piece,Formal,,Alkaram · Ladies Unstitched Formal 3 piece,Ladies Unstitched Formal 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-sl-19-26-light-blue,yes
alkaram-rts-shirt-trouser-dupatta-sl-15-26-peach,Alkaram · Ladies Unstitched Formal 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Formal",FALSE,Title,Default Title,KJC-LU-ALK-10289,shopify,0,deny,manual,5943.00,8490.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SL-15-26-Peach-1_d480ac51-3c7d-461a-a818-475a33976b85.jpg?v=1768391612,1,Ladies Unstitched Formal 3 piece,draft,,3 piece,Formal,,Alkaram · Ladies Unstitched Formal 3 piece,Ladies Unstitched Formal 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-sl-15-26-peach,yes
alkaram-rts-shirt-trouser-dupatta-sl-14-26-blue,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10290,shopify,0,deny,manual,5943.00,8490.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SL-14-26-Blue-1_66460d44-1db0-4f77-b3fd-36c239a2451a.jpg?v=1768391608,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-sl-14-26-blue,yes
alkaram-rts-shirt-trouser-dupatta-sl-13-26-yellow,Alkaram · Ladies Unstitched Formal 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Formal",FALSE,Title,Default Title,KJC-LU-ALK-10291,shopify,0,deny,manual,5243.00,7490.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SL-13-26-Yellow-1_e845589b-9112-462a-ab5a-748a1aabbdf7.jpg?v=1768391606,1,Ladies Unstitched Formal 3 piece,draft,,3 piece,Formal,,Alkaram · Ladies Unstitched Formal 3 piece,Ladies Unstitched Formal 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-sl-13-26-yellow,yes
alkaram-rts-shirt-trouser-dupatta-sl-12-26-blue,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10292,shopify,0,deny,manual,5243.00,7490.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SL-12-26-Blue-1.jpg?v=1768558846,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-sl-12-26-blue,yes
alkaram-rts-shirt-trouser-dupatta-sl-10-26-grey,Alkaram · Ladies Unstitched Formal 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3, type:Formal",FALSE,Title,Default Title,KJC-LU-ALK-10293,shopify,0,deny,manual,6993.00,9990.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SL-10-26-Grey-1.jpg?v=1768558835,1,Ladies Unstitched Formal 3 piece,draft,,3 piece,Formal,,Alkaram · Ladies Unstitched Formal 3 piece,Ladies Unstitched Formal 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-sl-10-26-grey,yes
alkaram-rts-shirt-trouser-dupatta-ss-60-1-25-3-pink,Alkaram · Ladies Unstitched Lawn 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10294,shopify,0,deny,manual,3003.00,4290.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-60.1-25-3-Pink-1_99972f40-e135-4389-a35d-b59d9afaf566.jpg?v=1768297187,1,Ladies Unstitched Lawn 3 piece,draft,Lawn,3 piece,,,Alkaram · Ladies Unstitched Lawn 3 piece,Ladies Unstitched Lawn 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ss-60-1-25-3-pink,yes
alkaram-rts-shirt-trouser-dupatta-ss-59-1-25-3-blue,Alkaram · Ladies Unstitched Lawn 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10295,shopify,0,deny,manual,3003.00,4290.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-59.1-25-3-Blue-1_80c22fc7-b499-4b00-a07b-d79881a4d09f.jpg?v=1768297184,1,Ladies Unstitched Lawn 3 piece,draft,Lawn,3 piece,,,Alkaram · Ladies Unstitched Lawn 3 piece,Ladies Unstitched Lawn 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ss-59-1-25-3-blue,yes
alkaram-rts-shirt-trouser-dupatta-ss-58-1-25-3-green,Alkaram · Ladies Unstitched Lawn 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10296,shopify,0,deny,manual,3003.00,4290.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-58.1-25-3-GREEN-1_638b51de-8305-4f40-824f-939c0bbe4973.jpg?v=1768297180,1,Ladies Unstitched Lawn 3 piece,draft,Lawn,3 piece,,,Alkaram · Ladies Unstitched Lawn 3 piece,Ladies Unstitched Lawn 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ss-58-1-25-3-green,yes
alkaram-rts-shirt-trouser-dupatta-ss-58-1-25-3-pink,Alkaram · Ladies Unstitched Lawn 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10297,shopify,0,deny,manual,3003.00,4290.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-58.1-25-3-PINK-1_85afcfbf-a782-4e84-9a90-a21b1f186768.jpg?v=1768297177,1,Ladies Unstitched Lawn 3 piece,draft,Lawn,3 piece,,,Alkaram · Ladies Unstitched Lawn 3 piece,Ladies Unstitched Lawn 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ss-58-1-25-3-pink,yes
alkaram-rts-shirt-trouser-dupatta-sss60-3p26-red,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10298,shopify,0,deny,manual,3990.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-60-25-3-Red-1_961ca3b3-f076-41ae-9c4e-1555bff9bebe.jpg?v=1768297173,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-sss60-3p26-red,yes
alkaram-rts-shirt-trouser-dupatta-ss-60-25-3-beige,Alkaram · Ladies Unstitched Lawn 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, fabric:Lawn, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10299,shopify,0,deny,manual,3213.00,4590.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/SS-60-25-3-Beige-1_0b6d70c4-cde0-4ac7-9286-5a8170d6cc58.jpg?v=1768297172,1,Ladies Unstitched Lawn 3 piece,draft,Lawn,3 piece,,,Alkaram · Ladies Unstitched Lawn 3 piece,Ladies Unstitched Lawn 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ss-60-25-3-beige,yes
alkaram-rts-shirt-trouser-dupatta-ms185-3p26-b-maroon,Alkaram · Ladies Unstitched 3 piece,,Alkaram,Ladies Unstitched,"brand:Alkaram, gender:ladies, unstitched, pieces:3",FALSE,Title,Default Title,KJC-LU-ALK-10300,shopify,0,deny,manual,3990.00,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0623/6481/1444/files/MS-185-26-Maroon-1.jpg?v=1768386502,1,Ladies Unstitched 3 piece,draft,,3 piece,,,Alkaram · Ladies Unstitched 3 piece,Ladies Unstitched 3 piece,Alkaram,https://alkaramstudio.com/products/rts-shirt-trouser-dupatta-ms185-3p26-b-maroon,yes
